Timestamp,Label,Name,Lattitud,Longitud
2023-01-01 00:00:00,12,silence,60.192059,24.945831
2023-01-01 00:00:04,12,silence,60.192059,24.945831
2023-01-01 00:00:08,12,silence,60.192059,24.945831
2023-01-01 00:00:12,12,silence,60.192059,24.945831
2023-01-01 00:00:16,12,silence,60.192059,24.945831
2023-01-01 00:00:20,12,silence,60.192059,24.945831
2023-01-01 00:00:24,12,silence,60.192059,24.945831
2023-01-01 00:00:28,12,silence,60.192059,24.945831
2023-01-01 00:00:32,12,silence,60.192059,24.945831
2023-01-01 00:00:36,12,silence,60.192059,24.945831
2023-01-01 00:00:40,12,silence,60.192059,24.945831
2023-01-01 00:00:44,12,silence,60.192059,24.945831
2023-01-01 00:00:48,12,silence,60.192059,24.945831
2023-01-01 00:00:52,12,silence,60.192059,24.945831
2023-01-01 00:00:56,12,silence,60.192059,24.945831
2023-01-01 00:01:00,12,silence,60.192059,24.945831
2023-01-01 00:01:04,12,silence,60.192059,24.945831
2023-01-01 00:01:08,12,silence,60.192059,24.945831
2023-01-01 00:01:12,0,crying_baby,60.192059,24.945831
2023-01-01 00:01:16,0,crying_baby,60.192059,24.945831
2023-01-01 00:01:20,12,silence,60.192059,24.945831
2023-01-01 00:01:24,12,silence,60.192059,24.945831
2023-01-01 00:01:28,12,silence,60.192059,24.945831
2023-01-01 00:01:32,12,silence,60.192059,24.945831
2023-01-01 00:01:36,12,silence,60.192059,24.945831
2023-01-01 00:01:40,12,silence,60.192059,24.945831
2023-01-01 00:01:44,12,silence,60.192059,24.945831
2023-01-01 00:01:48,12,silence,60.192059,24.945831
2023-01-01 00:01:52,12,silence,60.192059,24.945831
2023-01-01 00:01:56,12,silence,60.192059,24.945831
2023-01-01 00:02:00,1,sneezing,60.192059,24.945831
2023-01-01 00:02:04,1,sneezing,60.192059,24.945831
2023-01-01 00:02:08,1,sneezing,60.192059,24.945831
2023-01-01 00:02:12,12,silence,60.192059,24.945831
2023-01-01 00:02:16,12,silence,60.192059,24.945831
2023-01-01 00:02:20,12,silence,60.192059,24.945831
2023-01-01 00:02:24,12,silence,60.192059,24.945831
2023-01-01 00:02:28,12,silence,60.192059,24.945831
2023-01-01 00:02:32,12,silence,60.192059,24.945831
2023-01-01 00:02:36,12,silence,60.192059,24.945831
2023-01-01 00:02:40,12,silence,60.192059,24.945831
2023-01-01 00:02:44,12,silence,60.192059,24.945831
2023-01-01 00:02:48,12,silence,60.192059,24.945831
2023-01-01 00:02:52,12,silence,60.192059,24.945831
2023-01-01 00:02:56,12,silence,60.192059,24.945831
2023-01-01 00:03:00,12,silence,60.192059,24.945831
2023-01-01 00:03:04,12,silence,60.192059,24.945831
2023-01-01 00:03:08,12,silence,60.192059,24.945831
2023-01-01 00:03:12,12,silence,60.192059,24.945831
2023-01-01 00:03:16,12,silence,60.192059,24.945831
2023-01-01 00:03:20,12,silence,60.192059,24.945831
2023-01-01 00:03:24,12,silence,60.192059,24.945831
2023-01-01 00:03:28,12,silence,60.192059,24.945831
2023-01-01 00:03:32,12,silence,60.192059,24.945831
2023-01-01 00:03:36,12,silence,60.192059,24.945831
2023-01-01 00:03:40,12,silence,60.192059,24.945831
2023-01-01 00:03:44,12,silence,60.192059,24.945831
2023-01-01 00:03:48,12,silence,60.192059,24.945831
2023-01-01 00:03:52,12,silence,60.192059,24.945831
2023-01-01 00:03:56,12,silence,60.192059,24.945831
2023-01-01 00:04:00,5,laughing,60.192059,24.945831
2023-01-01 00:04:04,5,laughing,60.192059,24.945831
2023-01-01 00:04:08,12,silence,60.192059,24.945831
2023-01-01 00:04:12,12,silence,60.192059,24.945831
2023-01-01 00:04:16,12,silence,60.192059,24.945831
2023-01-01 00:04:20,12,silence,60.192059,24.945831
2023-01-01 00:04:24,12,silence,60.192059,24.945831
2023-01-01 00:04:28,12,silence,60.192059,24.945831
2023-01-01 00:04:32,12,silence,60.192059,24.945831
2023-01-01 00:04:36,12,silence,60.192059,24.945831
2023-01-01 00:04:40,12,silence,60.192059,24.945831
2023-01-01 00:04:44,12,silence,60.192059,24.945831
2023-01-01 00:04:48,12,silence,60.192059,24.945831
2023-01-01 00:04:52,12,silence,60.192059,24.945831
2023-01-01 00:04:56,12,silence,60.192059,24.945831
2023-01-01 00:05:00,12,silence,60.192059,24.945831
2023-01-01 00:05:04,12,silence,60.192059,24.945831
2023-01-01 00:05:08,12,silence,60.192059,24.945831
2023-01-01 00:05:12,12,silence,60.192059,24.945831
2023-01-01 00:05:16,12,silence,60.192059,24.945831
2023-01-01 00:05:20,12,silence,60.192059,24.945831
2023-01-01 00:05:24,12,silence,60.192059,24.945831
2023-01-01 00:05:28,12,silence,60.192059,24.945831
2023-01-01 00:05:32,12,silence,60.192059,24.945831
2023-01-01 00:05:36,12,silence,60.192059,24.945831
2023-01-01 00:05:40,12,silence,60.192059,24.945831
2023-01-01 00:05:44,12,silence,60.192059,24.945831
2023-01-01 00:05:48,12,silence,60.192059,24.945831
2023-01-01 00:05:52,12,silence,60.192059,24.945831
2023-01-01 00:05:56,12,silence,60.192059,24.945831
2023-01-01 00:06:00,12,silence,60.192059,24.945831
2023-01-01 00:06:04,12,silence,60.192059,24.945831
2023-01-01 00:06:08,12,silence,60.192059,24.945831
2023-01-01 00:06:12,12,silence,60.192059,24.945831
2023-01-01 00:06:16,12,silence,60.192059,24.945831
2023-01-01 00:06:20,12,silence,60.192059,24.945831
2023-01-01 00:06:24,12,silence,60.192059,24.945831
2023-01-01 00:06:28,12,silence,60.192059,24.945831
2023-01-01 00:06:32,12,silence,60.192059,24.945831
2023-01-01 00:06:36,8,gunshots,60.192059,24.945831
2023-01-01 00:06:40,8,gunshots,60.192059,24.945831
2023-01-01 00:06:44,8,gunshots,60.192059,24.945831
2023-01-01 00:06:48,8,gunshots,60.192059,24.945831
2023-01-01 00:06:52,8,gunshots,60.192059,24.945831
2023-01-01 00:06:56,8,gunshots,60.192059,24.945831
2023-01-01 00:07:00,8,gunshots,60.192059,24.945831
2023-01-01 00:07:04,8,gunshots,60.192059,24.945831
2023-01-01 00:07:08,8,gunshots,60.192059,24.945831
2023-01-01 00:07:12,12,silence,60.192059,24.945831
2023-01-01 00:07:16,12,silence,60.192059,24.945831
2023-01-01 00:07:20,12,silence,60.192059,24.945831
2023-01-01 00:07:24,12,silence,60.192059,24.945831
2023-01-01 00:07:28,12,silence,60.192059,24.945831
2023-01-01 00:07:32,12,silence,60.192059,24.945831
2023-01-01 00:07:36,12,silence,60.192059,24.945831
2023-01-01 00:07:40,12,silence,60.192059,24.945831
2023-01-01 00:07:44,12,silence,60.192059,24.945831
2023-01-01 00:07:48,12,silence,60.192059,24.945831
2023-01-01 00:07:52,12,silence,60.192059,24.945831
2023-01-01 00:07:56,12,silence,60.192059,24.945831
2023-01-01 00:08:00,12,silence,60.192059,24.945831
2023-01-01 00:08:04,12,silence,60.192059,24.945831
2023-01-01 00:08:08,12,silence,60.192059,24.945831
2023-01-01 00:08:12,12,silence,60.192059,24.945831
2023-01-01 00:08:16,12,silence,60.192059,24.945831
2023-01-01 00:08:20,12,silence,60.192059,24.945831
2023-01-01 00:08:24,9,human_speech,60.192059,24.945831
2023-01-01 00:08:28,9,human_speech,60.192059,24.945831
2023-01-01 00:08:32,9,human_speech,60.192059,24.945831
2023-01-01 00:08:36,12,silence,60.192059,24.945831
2023-01-01 00:08:40,12,silence,60.192059,24.945831
2023-01-01 00:08:44,12,silence,60.192059,24.945831
2023-01-01 00:08:48,12,silence,60.192059,24.945831
2023-01-01 00:08:52,12,silence,60.192059,24.945831
2023-01-01 00:08:56,12,silence,60.192059,24.945831
2023-01-01 00:09:00,12,silence,60.192059,24.945831
2023-01-01 00:09:04,12,silence,60.192059,24.945831
2023-01-01 00:09:08,12,silence,60.192059,24.945831
2023-01-01 00:09:12,12,silence,60.192059,24.945831
2023-01-01 00:09:16,12,silence,60.192059,24.945831
2023-01-01 00:09:20,12,silence,60.192059,24.945831
2023-01-01 00:09:24,12,silence,60.192059,24.945831
2023-01-01 00:09:28,12,silence,60.192059,24.945831
2023-01-01 00:09:32,12,silence,60.192059,24.945831
2023-01-01 00:09:36,12,silence,60.192059,24.945831
2023-01-01 00:09:40,12,silence,60.192059,24.945831
2023-01-01 00:09:44,12,silence,60.192059,24.945831
2023-01-01 00:09:48,3,coughing,60.192059,24.945831
2023-01-01 00:09:52,12,silence,60.192059,24.945831
2023-01-01 00:09:56,12,silence,60.192059,24.945831
2023-01-01 00:10:00,12,silence,60.192059,24.945831
2023-01-01 00:10:04,12,silence,60.192059,24.945831
2023-01-01 00:10:08,12,silence,60.192059,24.945831
2023-01-01 00:10:12,12,silence,60.192059,24.945831
2023-01-01 00:10:16,12,silence,60.192059,24.945831
2023-01-01 00:10:20,12,silence,60.192059,24.945831
2023-01-01 00:10:24,12,silence,60.192059,24.945831
2023-01-01 00:10:28,12,silence,60.192059,24.945831
2023-01-01 00:10:32,12,silence,60.192059,24.945831
2023-01-01 00:10:36,12,silence,60.192059,24.945831
2023-01-01 00:10:40,12,silence,60.192059,24.945831
2023-01-01 00:10:44,12,silence,60.192059,24.945831
2023-01-01 00:10:48,12,silence,60.192059,24.945831
2023-01-01 00:10:52,12,silence,60.192059,24.945831
2023-01-01 00:10:56,0,crying_baby,60.192059,24.945831
2023-01-01 00:11:00,0,crying_baby,60.192059,24.945831
2023-01-01 00:11:04,12,silence,60.192059,24.945831
2023-01-01 00:11:08,12,silence,60.192059,24.945831
2023-01-01 00:11:12,12,silence,60.192059,24.945831
2023-01-01 00:11:16,12,silence,60.192059,24.945831
2023-01-01 00:11:20,12,silence,60.192059,24.945831
2023-01-01 00:11:24,12,silence,60.192059,24.945831
2023-01-01 00:11:28,12,silence,60.192059,24.945831
2023-01-01 00:11:32,12,silence,60.192059,24.945831
2023-01-01 00:11:36,12,silence,60.192059,24.945831
2023-01-01 00:11:40,12,silence,60.192059,24.945831
2023-01-01 00:11:44,12,silence,60.192059,24.945831
2023-01-01 00:11:48,12,silence,60.192059,24.945831
2023-01-01 00:11:52,12,silence,60.192059,24.945831
2023-01-01 00:11:56,12,silence,60.192059,24.945831
2023-01-01 00:12:00,12,silence,60.192059,24.945831
2023-01-01 00:12:04,12,silence,60.192059,24.945831
2023-01-01 00:12:08,12,silence,60.192059,24.945831
2023-01-01 00:12:12,12,silence,60.192059,24.945831
2023-01-01 00:12:16,12,silence,60.192059,24.945831
2023-01-01 00:12:20,12,silence,60.192059,24.945831
2023-01-01 00:12:24,12,silence,60.192059,24.945831
2023-01-01 00:12:28,12,silence,60.192059,24.945831
2023-01-01 00:12:32,12,silence,60.192059,24.945831
2023-01-01 00:12:36,12,silence,60.192059,24.945831
2023-01-01 00:12:40,12,silence,60.192059,24.945831
2023-01-01 00:12:44,12,silence,60.192059,24.945831
2023-01-01 00:12:48,12,silence,60.192059,24.945831
2023-01-01 00:12:52,12,silence,60.192059,24.945831
2023-01-01 00:12:56,12,silence,60.192059,24.945831
2023-01-01 00:13:00,4,footsteps,60.192059,24.945831
2023-01-01 00:13:04,4,footsteps,60.192059,24.945831
2023-01-01 00:13:08,12,silence,60.192059,24.945831
2023-01-01 00:13:12,12,silence,60.192059,24.945831
2023-01-01 00:13:16,12,silence,60.192059,24.945831
2023-01-01 00:13:20,2,clapping,60.192059,24.945831
2023-01-01 00:13:24,2,clapping,60.192059,24.945831
2023-01-01 00:13:28,12,silence,60.192059,24.945831
2023-01-01 00:13:32,12,silence,60.192059,24.945831
2023-01-01 00:13:36,12,silence,60.192059,24.945831
2023-01-01 00:13:40,12,silence,60.192059,24.945831
2023-01-01 00:13:44,12,silence,60.192059,24.945831
2023-01-01 00:13:48,12,silence,60.192059,24.945831
2023-01-01 00:13:52,12,silence,60.192059,24.945831
2023-01-01 00:13:56,12,silence,60.192059,24.945831
2023-01-01 00:14:00,12,silence,60.192059,24.945831
2023-01-01 00:14:04,12,silence,60.192059,24.945831
2023-01-01 00:14:08,12,silence,60.192059,24.945831
2023-01-01 00:14:12,12,silence,60.192059,24.945831
2023-01-01 00:14:16,12,silence,60.192059,24.945831
2023-01-01 00:14:20,12,silence,60.192059,24.945831
2023-01-01 00:14:24,12,silence,60.192059,24.945831
2023-01-01 00:14:28,12,silence,60.192059,24.945831
2023-01-01 00:14:32,12,silence,60.192059,24.945831
2023-01-01 00:14:36,12,silence,60.192059,24.945831
2023-01-01 00:14:40,12,silence,60.192059,24.945831
2023-01-01 00:14:44,12,silence,60.192059,24.945831
2023-01-01 00:14:48,12,silence,60.192059,24.945831
2023-01-01 00:14:52,12,silence,60.192059,24.945831
2023-01-01 00:14:56,12,silence,60.192059,24.945831
2023-01-01 00:15:00,12,silence,60.192059,24.945831
2023-01-01 00:15:04,12,silence,60.192059,24.945831
